排名	ID	暱稱	等級	頭像	角色（稱號）	樓層	個人狀態	顏色
3627	5f1ef1b10f075f0e40353950	360Gary	46	graveler	星爆隆隆石（岩石寶可夢）	25	渡朋友的小號中 勿殺	black
3628	5f0806943c641f2508b96204	猩猩小帳（2）	46	kirito.fuckyou	桐人（幹你娘）	5		black
3629	5ef19bfa670dbf059dbec969	Semplice	46	gorilla	猩爆戰象（第15層頭目）	20	上吧牙紀聖冇聖詠	black
3630	5ef1e47f670dbf059dbf9eba	板橋袁之俊	46	aizen	藍染惣右介（五番隊隊長）	25	友切 找27層夥伴	black
3631	5ee70b40e9d3c1570ec3865d	呵	46	geodude	星爆小拳石（岩石寶可夢）	0	我只想殺個人有很難嗎	black
3632	5edcb733e509b22bac0892f4	南唐李後主	46	originalKlein.s	起源克萊因（初始玩家）	37	友切是你的謊言｜單推啦 哪次不單推	black
3633	5ee2431cb9fc175d01fef063	FL4K	46	gorilla	猩爆戰象（第15層頭目）	19	其實挖嘎挖嘎	black
3634	5eddb47147bd0432d49a510f	還敢復活啊噴他	46	kirito3	桐人（就憑你這菜B8 笑死）	25	乃哥噴他	black
3635	5f56413a6ae1632ee7d50ad7	西莉卡經驗包萬歲	46	xmasSilica.s	聖誕西莉卡（聖誕馴獸師）	37	轉行浮游城@DCzk只愛空白累	black
3636	5efc83bf44a7e27a2a420f97	好好當個坦	46	kobatz	柯巴茲（艾恩葛朗特解放軍中校）	6	友切感謝	black
3637	5edccc925478d62d6cf7ec08	黑音よみ單推人	46	connie	鎖鏈的康妮（第三層頭目）	13	每次直播的時候都剛好睡著 哭啊==	black
3638	5f16fbee48c38f2d02ddd50f	卍貓貓兒兒卍	46	xmasKirito	聖誕桐人（聖誕快樂）	37	メリークリスマス，友切拜託	black
3639	5edccf2c5478d62d6cf7f64d	高瀬谷やで	45	aloKirito.s	ALO桐人（守衛精靈）	37	腳本沒意思	black
3640	5f2ee647c4cc9e1422a9756b	ExorcistAo	45	xmasKlein	聖誕克萊因（聖誕武士）	37	友切謝謝 準備爬塔	black
3641	5f2b433ec4cc9e1422a5eaea	陽菜我婆別超度	45	kirito.fuckyou	桐人（幹你娘）	3	友切謝謝 	black
3642	5edcb80aff4f982ba00803ec	Alilime	45	ggoKirito.s	GGO桐人（第3屆BoB冠軍）	10	怎麼辦 我好懶得動喔	black
3643	5edcb47de509b22bac088a4b	賈金斯杯杯	45	xmasLisbeth	聖誕莉茲貝特（聖誕鍛造師）	19		black
3644	5ee1d8225d35f355ca26f3c5	IceWalk	45	uwKirito2.s	Underworld桐人（黑衣劍士）	37	愛護友切，唉70等活不過一天耶	black
3645	5f041b84383794087f744a37	ItsukaKotori	45	aloSinon.s	ALO詩乃（貓妖）	37	finally	black
3646	5edcf7b0ee86f0319662c3c7	黃金帝	45	hatsumi	初見泉（浮雲）	7	友切 雖然輸了戰鬥但贏了比賽	black
3647	5ef0da06de8dd905912d6f19	達達米日它拉瑪苟族的酋長	45	aloKirito.s	ALO桐人（守衛精靈）	36	求大家來友切我好不qwq	black
3648	5edd19268f7b9e318a50c55d	壊れた羽	45	scaredRabbit	驚恐雜燴兔（驚恐的超稀有S級食材）	36	あやめ我婆	black
3649	611264ead8dc682a2fbcbb79	Alxa2	45	busuna	聖誕巴士（巴士）	37	雞雞	black
3650	61c57ef4cd5e087f62e04b22	潘侑琛	45	rabbit	雜燴兔（超稀有S級食材）	37	如果有跟我一樣卡在40層的人可以來找我喊話組隊	black
3651	5efc9f107aeca35edfaf6808	Andrew	45	ggoKirito.s	GGO桐人（第3屆BoB冠軍）	37	立誓今生尊你為王，用我熱血為你封疆	black
3652	5eddd8eb47bd0432d49ab9f2	啾吉	45	godRecon.s	神（神）	141	好耶｜	black
3653	5ee056164052692def0e226e	幹你娘嘞	45	godRecon.s	神（神）	145	全體勝場包	black
3654	5edcd26d5478d62d6cf802eb	Haer0248	45	alice	愛麗絲（整合騎士）	37	友切	black
3655	5edd07e88f7b9e318a508b7c	興報曉俗投	45	yuuki.s	有紀（絕劍）	35	I wanna always stay with you	black
3656	5edcb26ee509b22bac0884d2	nagi	45	fish	努西（湖泊之王）	25	請友切	black
3657	5edcaf7123815f2b14adb862	笨笨	45	machamp	星爆怪力（怪力寶可夢）	40		black
3658	5edcd77009a13b2d6092ff3b	不是你聽我說	45	aloSilica.s	ALO西莉卡（貓妖馴獸師）	37	貓貓喵喵	black
3659	5edcc5e2e878812ceb4f1aad	幻玄櫻	45	muguruma.s	六車拳西（九番隊隊長）	6		black
3660	5edcbbf4e509b22bac08a322	律化鴉	45	silica.s	西莉卡（馴獸師）	145	有隊友ㄇ	black
3661	5f50937703a17b2d98db1823	LeonGor	45	graveler	星爆隆隆石（岩石寶可夢）	6	友情就好 兄弟冷靜	black
3662	618b6a60cd5e087f62c4a895	跟不上我的速度了吧阿桐	45	guanYu	關羽（漢壽亭侯）	40	小帳變身扁41	black
3663	5ef5d25c98e24c7b9152d52e	Tenuy	45	xmasSilica.s	聖誕西莉卡（聖誕馴獸師）	145	禁止認真	black
3664	5ede45df48cfb21597547826	我的懶叫很長哈哈哈	45	godRecon.s	神（神）	140	  我要星爆 我要星爆 農點中  DC：噗哈哈哈	black
3665	5eddd4e947bd0432d49aadb4	オウカイ	45	aloAsuna.s	ALO亞絲娜（水精靈）	36	老婆收集中 友切謝謝	black
3666	5fe31a6f479e0d52994ddfa9	經驗樹蛙	45	honda	本多忠勝（德川四天王）	169	屁眼  DC@怠惰樹懶	black
3667	5ede088d902046136319e951	C第二次生命C	45	aloKirito.s	ALO桐人（守衛精靈）	35	請友切 藍染紅茶：453	black
3668	5edd296be9ef5d32c8b7563e	晞	45	kirito.fuckyou	桐人（幹你娘）	6	友切就好	black
3669	5eeb634509dc770b421529e3	052OuO	45	xmasSilica.s	聖誕西莉卡（聖誕馴獸師）	7	過氣遊戲	black
3670	5edd0ca3ee86f03196631384	TennoClem	45	geodude	星爆小拳石（岩石寶可夢）	7	瘋狂認真會死，我不是利茲，幹X媽的拉拉壓你也一樣	black
3671	5eef2a85e025463067c57ae8	怀星拾月	45	kirito.fuckyou	桐人（幹你娘）	41	爬塔中 求友切感謝  請不要一直連續打謝謝	black
3672	5edcfa88ee86f0319662cf08	Oway	45	recon.s	雷根（風精靈）	35	隨意玩 友切也死人	black
3673	5f3a9c79ad78ea580026929d	CrimeParty	45	theYuuki.s	有紀（絕劍）	35	友切謝謝	black
3674	5edcb1e8e509b22bac088399	七葉	45	xmasKlein	聖誕克萊因（聖誕武士）	83	窩是菜雞 要救救嗎 85F 有人要一起嗎	black
3675	5ee211d94d64a958d0edb9a5	银蛋蛋	45	kirito3	桐人（就憑你這菜B8 笑死）	7	20层的boss到底麻痹爽没	black
3676	5f3a9da2c6c001580c0c32d1	BinboGold	45	muguruma.s	六車拳西（九番隊隊長）	35	友切 度過快樂的一天	black
3677	5edcb5ecff4f982ba007fc4d	Tancy	45	hatsumi	初見泉（浮雲）	14	每日確認戰報 請友切	black
3678	5edf00f3f038151e5c39dac9	模擬山羊	45	kirito3	桐人（就憑你這菜B8 笑死）	10	我才85分成就，棄坑洛	black
3679	62177cdd5d8eb3992a1c38d0	あくあかわいい	45	sinon.s	詩乃（冰之狙擊手）	7		black
3680	609e31c5d8dc682a2f8e56c7	主宰大帝	45	kobatz	柯巴茲（艾恩葛朗特解放軍中校）	19		black
3681	5edcb0ceff4f982ba007ef16	真的假的我的桐人開了	45	oberon	奧伯龍（精靈王）	37		black
3682	5eecd5db39fa2804e0c2f184	Fireshot	45	kirito3	桐人（就憑你這菜B8 笑死）	4	友切plz	black
3683	5f01cb3bbaeeb2503b508891	YT搜尋凱Kenケン	45	hatsumi	初見泉（浮雲）	35	I wanna always stay with you	black
3684	5edcc9725478d62d6cf7dfbe	你說的沒錯	45	alice	愛麗絲（整合騎士）	14	組隊ㄇ	black
3685	5edceb9a7ca001307b464205	赤紅	45	gorilla	猩爆戰象（第15層頭目）	20	69	black
3686	5edcbf9aceb1232c703978be	h6222007	45	kirito3	桐人（就憑你這菜B8 笑死）	1	獵不到雜燴兔 哭阿	black
3687	5edd93a0e9ef5d32c8b7cdc7	兔影	45	kirito3	桐人（就憑你這菜B8 笑死）	15		black
3688	5ef70e857b974912e66c98e3	全家確診	45	bradley	金·布拉德雷（大總統）	10	你要認真要先說 我就怕死掉 讓我好好打王不行嗎	black
3689	616d936dcd5e087f62b5dff6	木渣	45	yuuki.s	有紀（絕劍）	4	友切謝謝	black
3690	5f4862e29c6d95374c27b010	artdream成就包	45	silica.s	西莉卡（馴獸師）	1	專人使用勿擾 會報仇呵呵	black
3691	5edcb365e509b22bac088732	E	45	alice	愛麗絲（整合騎士）	12	友切感謝	black
3692	5eee2d6be025463067c36499	TTTT	45	bradley	金·布拉德雷（大總統）	5		black
3693	5edcb274e509b22bac0884e4	八意	45	silica.s	西莉卡（馴獸師）	6	又再次被認真殺死了QQ	black
3694	5edcb27ae509b22bac0884f8	DoctorHotDog	45	eugene.s	尤金（猛炎之將）	10	不變身萊納第4代 結果撞BOSS死去了 這就是極限了嗎	black
3695	5edcc843e878812ceb4f23c0	hotdogruzz	45	ggoKirito.s	GGO桐人（第3屆BoB冠軍）	27	爬塔爬起來	black
3696	5ee0f03bca8d674b9990dc0f	東凌風	45	kirito.fuckyou	桐人（幹你娘）	0	友切感恩 謝謝	grey
3697	5ee338b32ce79a5f275baa95	我好鹹	45	xmasKirito	聖誕桐人（聖誕快樂）	27	一週年快樂	black
3698	60d9a94bd8dc682a2fa611f0	打破森	45	xmasKirito	聖誕桐人（聖誕快樂）	2		black
3699	5eeaeb9a722be92da291b96c	既定事項	45	sinon.s	詩乃（冰之狙擊手）	14	小號解腳色中 ，友好，復仇用	black
3700	5f1578ef4870166eed4df16f	aa969	45	geodude	星爆小拳石（岩石寶可夢）	6		black
3701	5edf4fbecd85501e50ca08d1	奴性公司	45	hina	天野陽菜（天氣之子）	6	愛亂殺都來，我一定殺回去	black
3702	5edcd2975478d62d6cf8037f	10秒輸出16下	45	alice	愛麗絲（整合騎士）	25	Peace玩家 友善友切感恩	black
3703	5f5deeb0932a3966e0c7fbd1	水晶奇俠	45	blackRabbit	黑色雜燴兔（超稀有S級食材）	6	再見了 汽水好胖	black
3704	5edcc6b9e878812ceb4f1dd1	TAT海慘	45	ggoKirito.s	GGO桐人（第3屆BoB冠軍）	57	可能真的是九命怪貓吧，我們團長是DD	black
3705	5edcafc123815f2b14adb889	大家最愛的石頭來囉	45	originalKirito.s	起源桐人（初始玩家）	55	艾恩葛朗特記事：聖誕鍛造師莉茲貝特死於第45層	black
3706	5edcc4cce878812ceb4f169f	呆呆獸的尾巴	45	graveler	星爆隆隆石（岩石寶可夢）	5	友切 	black
3707	5edcfe59ee86f0319662de0c	我婆在這裡嗎	45	sinon.s	詩乃（冰之狙擊手）	2	我婆在哪呢	black
3708	5edcee4d89d61730871123db	アンチラ	45	kuradeel.s	克拉帝爾（血盟騎士團護衛）	57	嘗試養出2隻一模一樣的AK，現在問題來了，哪隻先手撞王	black
3709	5edccfa209a13b2d6092dfb5	雨衣貓	45	bradley	金·布拉德雷（大總統）	6		black
3710	5ee8cfd23f8dec35b7b2cffe	艾利爾	45	alice	愛麗絲（整合騎士）	30	第30層，徵求隊友	black
3711	5f15f99e8eea5c06c096d045	ReforgedAC01	45	kirito3	桐人（就憑你這菜B8 笑死）	3	友切	black
3712	61020602d8dc682a2fb5f84b	欸欸欸回答啊欸	45	graveler	星爆隆隆石（岩石寶可夢）	6		black
3713	5edcb7f1ff4f982ba008038e	宇程寶貝	45	eugeo.s	尤吉歐（上級修劍士）	14	拜託友切	black
3714	6164fb06cd5e087f62b1d7bb	811324	45	honda.strongest	本多忠勝（戰國最強）	77	隨便打	black
3715	61570e71cd5e087f62ab90d1	好阿沒問題啊	45	kirito3	桐人（就憑你這菜B8 笑死）	5	對不起，	black
3716	5edcb5c3e509b22bac088e2d	KIPPER	45	hina	天野陽菜（天氣之子）	6	放置	black
3717	5f5de647932a3966e0c7f547	野魔藤	45	rabbit	雜燴兔（超稀有S級食材）	6	再見了 汽水好胖	black
3718	5ee97b8b00aa7a45b591e99a	惡魔鹿男	45	muguruma.s	六車拳西（九番隊隊長）	25	爬塔勿切感恩	black
3719	5f5de4d3932a3966e0c7f40f	鬼影	45	blackRabbit	黑色雜燴兔（超稀有S級食材）	6	再見了 汽水好胖	black
3720	5fcf4b5b63b8690535995092	藍墨	45	alice	愛麗絲（整合騎士）	6	友切謝謝	black
3721	5edcb544ff4f982ba007fa72	星慧慧	44	asuna.s	亞絲娜（閃光）	5	佛系養成經驗包 友切感謝	black
3722	5ee3d90b0867086e91cd361d	SiuSi	44	silica.s	西莉卡（馴獸師）	0	友切謝謝 	black
3723	5ee5ac01b182872e894daed5	四氟乙烯	44	sinon.s	詩乃（冰之狙擊手）	15		black
3724	5f5dedfd3edd8366ec0723e6	暴虎	44	rabbit	雜燴兔（超稀有S級食材）	5	再見了 汽水好胖	black
3725	5ee876f0b817774e691d8575	HongerL	44	kirito3	桐人（就憑你這菜B8 笑死）	4	友切	black
3726	5ee4b3dc2a1f657d86b6998e	按汁妹獲永生	44	xmasKirito	聖誕桐人（聖誕快樂）	4	可以讓我活到至少過了第一層嗎	black
3727	5edcc3a9e878812ceb4f129e	獄火鳳凰	44	aloKirito.s	ALO桐人（守衛精靈）	40	poe真好玩	black
3728	5ef363e9143c893366da0c3d	這在做啥	44	kirito3	桐人（就憑你這菜B8 笑死）	15	歡迎友切	black
3729	5edcdf0cb8788d2e382fba30	Sakuzyo削除	44	hitsugaya	日番谷冬獅郎（十番隊隊長）	25	盡量打 刷成就	black
3730	60dac4bed8dc682a2fa676c5	SadoFen	44	stone	石頭（石頭）	10		black
3731	612f5354d8dc682a2fca644f	BLOOD	44	sinon.s	詩乃（冰之狙擊手）	94	爬塔中限友切 謝謝  橘名是度分身	black
3732	5edce51c7291892f4e5c2307	夜狼	44	sinon.s	詩乃（冰之狙擊手）	30	幫我刷勝場敗場	black
3733	5edcb8eaff4f982ba00806f7	餘弦	44	kirito3	桐人（就憑你這菜B8 笑死）	6		black
3734	5edcb4e6e509b22bac088b7e	神聖的輝夜	44	hina	天野陽菜（天氣之子）	4	隊友系統很爛	black
3735	5edcaf4e7ac4e62b084fec49	否放ForFun	44	xmasSinon.s	聖誕詩乃（聖誕狙擊手）	28	沒有黑卡蒂的詩乃	black
3736	5f9602ce52aeed52b53deb0b	條紋菱格有夠醜	44	xmasKlein	聖誕克萊因（聖誕武士）	112	還有人玩這過氣破game砍人沾沾自喜 好可憐喔笑死	black
3737	5ee33d5f2ce79a5f275bbcf8	小雨雨	44	hatsumi	初見泉（浮雲）	30	你媽Ｂ	black
3738	5f58a4e46ae1632ee7d638fe	4OAO4	44	kirito3	桐人（就憑你這菜B8 笑死）	2		black
3739	5edcfda1ee86f0319662db1d	精神攻擊	44	kirito3	桐人（就憑你這菜B8 笑死）	30	000000000000000000000000000000	black
3740	5fe820fbcbca226ae25edf29	粽子的復仇4	44	sinon.s	詩乃（冰之狙擊手）	7	隨便啦	black
3741	5edcaf6f7ac4e62b084fec64	Draco52	44	xmasSinon.s	聖誕詩乃（聖誕狙擊手）	1	當天警局的各位現在還安好嗎	black
3742	5edcf8ed8f7b9e318a5052e8	阿瑪莉莉絲	44	kirito3	桐人（就憑你這菜B8 笑死）	15		black
3743	5f50cdc7a3b7e52d8cbba246	開辦感謝祭	44	blackRabbit	黑色雜燴兔（超稀有S級食材）	30	感謝祭時間  七殺歸位！！	black
3744	5edcef7789d6173087112898	到底是什麼遊戲	44	lisbeth	莉茲貝特（鍛造師）	41	新感覺女裝系VTB，DVD即將出道｜極慢速刷勝｜DC@DVD	black
3745	5ef4099bf08d8b3372ac5cfa	煞氣A大中天	44	kirito.fuckyou	桐人（幹你娘）	28	角色收集到33個	black
3746	5edcb05a23815f2b14adb932	佛系	44	sinon.s	詩乃（冰之狙擊手）	110	與隊友的神奇爬塔之旅，點點好可愛	black
3747	5f12afd1eab3d523736745bd	幹年怕	44	kirito3	桐人（就憑你這菜B8 笑死）	20	真心換垃圾絕情哈哈	black
3748	5ef027b40f85844b48051b0b	帽廠驚豔	44	asuna.s	亞絲娜（閃光）	13		black
3749	5edce5181345752f5a6a0754	不要咬我	44	hina	天野陽菜（天氣之子）	30	英文陽菜來祈雨囉	black
3750	5f54cef56ae1632ee7d43da1	來辦感謝祭	44	blackRabbit	黑色雜燴兔（超稀有S級食材）	30	感謝祭時間  七殺歸位！！	black
3751	5ede2e71bf64e5136f48d9c7	太星爆了吧666	44	asuna.s	亞絲娜（閃光）	3		black
3752	5edfef1c2316a3247fc254d2	LilyRei	44	alice	愛麗絲（整合騎士）	15	友好切磋 如有誤殺抱歉	black
3753	5fe02209a09c672be5155335	玥雫	44	hatsumi	初見泉（浮雲）	30	友切就好  橘色打小號解成就	black
3754	5f0436148187af24ad25ca20	秋津洲	44	eugeo.s	尤吉歐（上級修劍士）	30	對戰：友切 認真  推塔：27層  訊息：推塔	black
3755	5f57add76ae1632ee7d5cdde	普渡感謝祭	44	rabbit	雜燴兔（超稀有S級食材）	30	感謝祭時間  七殺歸位！！	black
3756	5f24287d37b1ef5437f22edf	HC1c	44	alice	愛麗絲（整合騎士）	19	E	black
3757	5ee06a764e36502f5c4fd364	嗷嗷逮捕	44	graveler	星爆隆隆石（岩石寶可夢）	4	藝術轉角實習中	black
3758	5edf47b8f038151e5c3ae089	魯迪十三號機	44	yuuki.s	有紀（絕劍）	20	想衝等，拜託友切就好QQ	black
3759	5edcc498e878812ceb4f15e4	912827	44	awakenedKobatz.s	柯巴茲（覺醒之人）	93	DC：@Grayzone＃0771 紅名Bad	black
3760	5edccab15478d62d6cf7e4b8	臺灣安全人民有錢	44	recon.s	雷根（風精靈）	30	I wanna always stay with you 	black
3761	5edcd6c609a13b2d6092fca1	君心	44	ggoKirito.s	GGO桐人（第3屆BoB冠軍）	28	開始爬塔啦！拜託友切！Enhance Armament！！	black
3762	5edd9d4fe9ef5d32c8b7e265	鯊魚什麼的最棒了	44	eugene.s	尤金（猛炎之將）	30	I wanna always stay with you	black
3763	5edcb7dfe509b22bac089572	0000你今晚的噩夢	44	honda	本多忠勝（德川四天王）	110	I wanna always stay with you	black
3764	5f5df18f932a3966e0c7fde2	靈精怪	44	rabbit	雜燴兔（超稀有S級食材）	4	再見了 汽水好胖	black
3765	5edfa9b85bb5a5248b4ed4c2	啊曾	44	alice	愛麗絲（整合騎士）	20	友切之路從頭再來	black
3766	5edce3a7d19d7d2ef3e836d0	對卡比鋒專用警力	44	alice	愛麗絲（整合騎士）	3		black
3767	5ede2af890204613631a7395	燃燒	44	alice	愛麗絲（整合騎士）	30	下一個目標七月c，我切小號	black
3768	5f5defd8932a3966e0c7fca7	沼澤火	44	rabbit	雜燴兔（超稀有S級食材）	4	再見了 汽水好胖	black
3769	5edd0a0bee86f03196630a00	卡波鼠	44	klein.s	克萊因（風林火山會長）	35	幫您撐十秒／可在DC克萊因頻道找我打36F	black
3770	5f2ff2840816ea087f1f80c1	屎搭巴士都死都立墓	44	xmasLisbeth	聖誕莉茲貝特（聖誕鍛造師）	20	來啊來啊 專屬連擊包 要用先來舔我屁眼	black
3771	5ff65ff518a2fe6aee22e3d8	啊巴巴巴	44	oberon	奧伯龍（精靈王）	3	打打看沒關係	black
3772	5edce3e4d19d7d2ef3e837c9	大屌哥	44	klein.s	克萊因（風林火山會長）	19	永恆的UNLIGHT	black
3773	5eeca83f4161893036f8c341	SolluxCaptor	44	bradley	金·布拉德雷（大總統）	28	私は神だ！アーハハハハハハハハハ！	black
3774	5edcb552e509b22bac088ccf	封閉桐桐	44	ggoKirito.s	GGO桐人（第3屆BoB冠軍）	25	歡迎友切	black
3775	5ee1c85c6dbf4655d6c56d19	takilokiisen	44	rosalia	羅莎莉雅（西莉卡的隊友）	15	友切知道嗎友切，連切的都腦麻	black
3776	5fdb1a63f7e32d753a2b7bb2	聖誕桐人	44	xmasKirito	聖誕桐人（聖誕快樂）	5	聖誕快樂 幫解魔眼	black
3777	5f54cda93d5c692ef3ea6c3d	舉辦感謝祭	44	rabbit	雜燴兔（超稀有S級食材）	28	感謝祭時間  七殺歸位！！	black
3778	5efb134aaafa03283cbfe318	蘑菇刃刃	44	hatsumi	初見泉（浮雲）	19	友切感恩	black
3779	5edcb405ff4f982ba007f698	八加九層塔	44	gorilla	猩爆戰象（第15層頭目）	25	爬塔大象練成中 友切愛護==	black
3780	5edcf4c17ca001307b466732	我希望可以allpass	44	uwKirito2.s	Underworld桐人（黑衣劍士）	103	與隊友的神奇爬塔之旅，燒燒好可愛	black
3781	5f57a7993d5c692ef3ebfb18	法會感謝祭	44	blackRabbit	黑色雜燴兔（超稀有S級食材）	28	感謝祭時間  七殺歸位！！	black
3782	5f30fbf8c4b1750873c296b4	煞氣a直男	44	yuuki.s	有紀（絕劍）	3	清明一人團丨屍體，在說話	black
3783	5f062b0509305576b915ad4d	NekoHip	44	stone	石頭（石頭）	28	汁不到陽ㄘ愛	black
3784	5f07a7231cfa8a251463ed92	sora1225	44	aloSilica.s	ALO西莉卡（貓妖馴獸師）	89	聖誕快樂	black
3785	5edce5927291892f4e5c24e1	齊天大乞丐	44	hitsugaya	日番谷冬獅郎（十番隊隊長）	3	123	black
3786	5edcb472ff4f982ba007f7b7	火村	44	kirito3	桐人（就憑你這菜B8 笑死）	19		black
3787	5ee3006b2ce79a5f275ad2df	狂暴肉燥飯	44	bradley	金·布拉德雷（大總統）	25	友切認真殺人沒關係，超渡會爆氣==	black
3788	5f436b4d8cdf2007e443771a	飄蕩的香腸	44	blackRabbit	黑色雜燴兔（超稀有S級食材）	19		black
3789	5ef7605d6169130b475dcc0b	血腥肉球	44	kirito3	桐人（就憑你這菜B8 笑死）	3	牙王跟日番谷來殺我	black
3790	5ede6112d02079163da3e26a	SoraStar	44	muguruma.s	六車拳西（九番隊隊長）	25		black
3791	5f14020c5b10343fa598900c	魔王愛爾斯特諾	44	bradley	金·布拉德雷（大總統）	28		black
3792	5f283aacdd548f638eaedb0e	548749487	44	xmasSilica.s	聖誕西莉卡（聖誕馴獸師）	10	我是好人 友切謝謝 黃名打小號	black
3793	5edcbca0e509b22bac08a4eb	バルタラ	44	eugeo.s	尤吉歐（上級修劍士）	28	你好 友切友切	black
3794	5edcb116ff4f982ba007efa0	恵みん最高	44	aloKirito.s	ALO桐人（守衛精靈）	28		black
